"","Lane.Name","Study.ID","Sample","study","N50","Xcontigs","Totallength","Source","Country"
"271","28099_1#261",5510,"DASSSIM27647453","DASSIM_2",106525,103,4844877,"Stool","Malawi"
"272","28099_1#264",5510,"DASSSIM27647355","DASSIM_2",114137,95,5110399,"Stool","Malawi"
"273","28099_1#266",5510,"DASSSIM27647551","DASSIM_2",127706,90,4972039,"Stool","Malawi"
"274","28099_1#268",5510,"DASSSIM27647356","DASSIM_2",251015,62,4964746,"Stool","Malawi"
"275","28099_1#269",5510,"DASSSIM27647455","DASSIM_2",269965,60,5035791,"Stool","Malawi"
"276","28099_1#27",5510,"DASSSIM27647490","DASSIM_2",266152,71,5031914,"Stool","Malawi"
"277","28099_1#270",5510,"DASSSIM27647552","DASSIM_2",349578,40,5028140,"Stool","Malawi"
"278","28099_1#272",5510,"DASSSIM27647357","DASSIM_2",269863,68,5024155,"Stool","Malawi"
"279","28099_1#273",5510,"DASSSIM27647456","DASSIM_2",119768,94,4477465,"Stool","Malawi"
"280","28099_1#274",5510,"DASSSIM27647553","DASSIM_2",358947,68,5202778,"Stool","Malawi"
"281","28099_1#277",5510,"DASSSIM27647457","DASSIM_2",254752,45,4928604,"Stool","Malawi"
"282","28099_1#278",5510,"DASSSIM27647554","DASSIM_2",35464,961,6307116,"Stool","Malawi"
"283","28099_1#280",5510,"DASSSIM27647359","DASSIM_2",114852,119,5065888,"Stool","Malawi"
"284","28099_1#281",5510,"DASSSIM27647458","DASSIM_2",132859,112,5423375,"Stool","Malawi"
"285","28099_1#282",5510,"DASSSIM27647555","DASSIM_2",128284,86,4762267,"Stool","Malawi"
"286","28099_1#284",5510,"DASSSIM27647360","DASSIM_2",239674,78,5172777,"Stool","Malawi"
"287","28099_1#285",5510,"DASSSIM27647459","DASSIM_2",109522,127,4908106,"Stool","Malawi"
"288","28099_1#286",5510,"DASSSIM27647556","DASSIM_2",215977,70,4797917,"Stool","Malawi"
"289","28099_1#288",5510,"DASSSIM27647361","DASSIM_2",250545,62,4879403,"Stool","Malawi"
"290","28099_1#289",5510,"DASSSIM27647460","DASSIM_2",114741,110,4984182,"Stool","Malawi"
"291","28099_1#293",5510,"DASSSIM27647461","DASSIM_2",302110,61,5012336,"Stool","Malawi"
"292","28099_1#294",5510,"DASSSIM27647558","DASSIM_2",252313,60,5164025,"Stool","Malawi"
"293","28099_1#297",5510,"DASSSIM27647462","DASSIM_2",114394,103,4850127,"Stool","Malawi"
"294","28099_1#30",5510,"DASSSIM27647393","DASSIM_2",266456,52,4842419,"Stool","Malawi"
"295","28099_1#300",5510,"DASSSIM27647364","DASSIM_2",220992,59,5204471,"Stool","Malawi"
"296","28099_1#301",5510,"DASSSIM27647365","DASSIM_2",139034,81,4784654,"Stool","Malawi"
"297","28099_1#302",5510,"DASSSIM27647463","DASSIM_2",123488,120,5119139,"Stool","Malawi"
"298","28099_1#303",5510,"DASSSIM27647560","DASSIM_2",106771,121,5134066,"Stool","Malawi"
"299","28099_1#305",5510,"DASSSIM27647366","DASSIM_2",251920,65,5019683,"Stool","Malawi"
"300","28099_1#306",5510,"DASSSIM27647464","DASSIM_2",182798,68,4727296,"Stool","Malawi"
"301","28099_1#307",5510,"DASSSIM27647561","DASSIM_2",340422,46,5038234,"Stool","Malawi"
"302","28099_1#309",5510,"DASSSIM27647367","DASSIM_2",247921,67,5017732,"Stool","Malawi"
"303","28099_1#31",5510,"DASSSIM27647491","DASSIM_2",72478,187,5056326,"Stool","Malawi"
"304","28099_1#311",5510,"DASSSIM27647562","DASSIM_2",91978,113,4904154,"Stool","Malawi"
"305","28099_1#313",5510,"DASSSIM27647368","DASSIM_2",164374,90,5358320,"Stool","Malawi"
"306","28099_1#314",5510,"DASSSIM27647466","DASSIM_2",211833,62,4912558,"Stool","Malawi"
"307","28099_1#317",5510,"DASSSIM27647369","DASSIM_2",133224,83,4798263,"Stool","Malawi"
"308","28099_1#318",5510,"DASSSIM27647467","DASSIM_2",241148,64,4848707,"Stool","Malawi"
"309","28099_1#319",5510,"DASSSIM27647564","DASSIM_2",146049,98,5403060,"Stool","Malawi"
"310","28099_1#321",5510,"DASSSIM27647370","DASSIM_2",256139,37,4871637,"Stool","Malawi"
"311","28099_1#322",5510,"DASSSIM27647468","DASSIM_2",259159,233,5320623,"Stool","Malawi"
"312","28099_1#323",5510,"DASSSIM27647565","DASSIM_2",223218,85,5373764,"Stool","Malawi"
"313","28099_1#325",5510,"DASSSIM27647371","DASSIM_2",216645,81,5407383,"Stool","Malawi"
"314","28099_1#326",5510,"DASSSIM27647469","DASSIM_2",241097,53,4818726,"Stool","Malawi"
"315","28099_1#327",5510,"DASSSIM27647566","DASSIM_2",242423,56,4922801,"Stool","Malawi"
"316","28099_1#330",5510,"DASSSIM27647470","DASSIM_2",145120,92,5049472,"Stool","Malawi"
"317","28099_1#331",5510,"DASSSIM27647567","DASSIM_2",143682,97,4929199,"Stool","Malawi"
"318","28099_1#333",5510,"DASSSIM27647373","DASSIM_2",222678,60,5084171,"Stool","Malawi"
"319","28099_1#334",5510,"DASSSIM27647471","DASSIM_2",241614,57,4825442,"Stool","Malawi"
"320","28099_1#337",5510,"DASSSIM27647374","DASSIM_2",289768,65,4894484,"Stool","Malawi"
"321","28099_1#338",5510,"DASSSIM27647472","DASSIM_2",258902,57,4909124,"Stool","Malawi"
"322","28099_1#34",5510,"DASSSIM27647394","DASSIM_2",242407,43,4794279,"Stool","Malawi"
"323","28099_1#341",5510,"DASSSIM27647375","DASSIM_2",106444,98,4885337,"Stool","Malawi"
"324","28099_1#342",5510,"DASSSIM27647473","DASSIM_2",216209,76,5146583,"Stool","Malawi"
"325","28099_1#343",5510,"DASSSIM27647570","DASSIM_2",108505,103,5076646,"Stool","Malawi"
"326","28099_1#345",5510,"DASSSIM27647376","DASSIM_2",89562,126,5025696,"Stool","Malawi"
"327","28099_1#346",5510,"DASSSIM27647474","DASSIM_2",139298,79,4821678,"Stool","Malawi"
"328","28099_1#349",5510,"DASSSIM27647377","DASSIM_2",205506,75,4775184,"Stool","Malawi"
"329","28099_1#35",5510,"DASSSIM27647492","DASSIM_2",131797,102,4975971,"Stool","Malawi"
"330","28099_1#350",5510,"DASSSIM27647475","DASSIM_2",234794,82,5319944,"Stool","Malawi"
"331","28099_1#351",5510,"DASSSIM27647572","DASSIM_2",295634,52,5154206,"Stool","Malawi"
"332","28099_1#353",5510,"DASSSIM27647378","DASSIM_2",151773,77,4668102,"Stool","Malawi"
"333","28099_1#354",5510,"DASSSIM27647476","DASSIM_2",348138,55,5058129,"Stool","Malawi"
"334","28099_1#355",5510,"DASSSIM27647573","DASSIM_2",197855,62,5131821,"Stool","Malawi"
"335","28099_1#357",5510,"DASSSIM27647379","DASSIM_2",302820,68,5422637,"Stool","Malawi"
"336","28099_1#358",5510,"DASSSIM27647477","DASSIM_2",93815,127,5000386,"Stool","Malawi"
"337","28099_1#359",5510,"DASSSIM27647574","DASSIM_2",110377,105,5087374,"Stool","Malawi"
"338","28099_1#361",5510,"DASSSIM27647380","DASSIM_2",137129,92,4950573,"Stool","Malawi"
"339","28099_1#362",5510,"DASSSIM27647478","DASSIM_2",132798,87,4673736,"Stool","Malawi"
"340","28099_1#363",5510,"DASSSIM27647575","DASSIM_2",316535,40,4792499,"Stool","Malawi"
"341","28099_1#365",5510,"DASSSIM27647381","DASSIM_2",233352,66,5116832,"Stool","Malawi"
"342","28099_1#366",5510,"DASSSIM27647479","DASSIM_2",97252,115,4918253,"Stool","Malawi"
"343","28099_1#367",5510,"DASSSIM27647576","DASSIM_2",258902,59,4891797,"Stool","Malawi"
"344","28099_1#370",5510,"DASSSIM27647480","DASSIM_2",276744,84,5243571,"Stool","Malawi"
"345","28099_1#371",5510,"DASSSIM27647577","DASSIM_2",222200,75,5490255,"Stool","Malawi"
"346","28099_1#373",5510,"DASSSIM27647383","DASSIM_2",90503,121,5012250,"Stool","Malawi"
"347","28099_1#374",5510,"DASSSIM27647481","DASSIM_2",244663,56,5114682,"Stool","Malawi"
"348","28099_1#375",5510,"DASSSIM27647578","DASSIM_2",267122,155,5330566,"Stool","Malawi"
"349","28099_1#377",5510,"DASSSIM27647384","DASSIM_2",131839,116,4936510,"Stool","Malawi"
"350","28099_1#378",5510,"DASSSIM27647482","DASSIM_2",241178,67,4962081,"Stool","Malawi"
"351","28099_1#379",5510,"DASSSIM27647579","DASSIM_2",214745,75,5299513,"Stool","Malawi"
"352","28099_1#38",5510,"DASSSIM27647395","DASSIM_2",205700,65,5188685,"Stool","Malawi"
"353","28099_1#381",5510,"DASSSIM27647385","DASSIM_2",135498,93,5086274,"Stool","Malawi"
"354","28099_1#382",5510,"DASSSIM27647483","DASSIM_2",286569,72,5152516,"Stool","Malawi"
"355","28099_1#383",5510,"DASSSIM27647580","DASSIM_2",223705,82,5214124,"Stool","Malawi"
"356","28099_1#39",5510,"DASSSIM27647493","DASSIM_2",122722,114,5081508,"Stool","Malawi"
"357","28099_1#41",5510,"DASSSIM27647298","DASSIM_2",106524,656,5446702,"Stool","Malawi"
"358","28099_1#42",5510,"DASSSIM27647397","DASSIM_2",119272,113,5096906,"Stool","Malawi"
"359","28099_1#43",5510,"DASSSIM27647494","DASSIM_2",279711,39,4870890,"Stool","Malawi"
"360","28099_1#46",5510,"DASSSIM27647398","DASSIM_2",126700,111,5277864,"Stool","Malawi"
"361","28099_1#47",5510,"DASSSIM27647495","DASSIM_2",129746,70,4787323,"Stool","Malawi"
"362","28099_1#49",5510,"DASSSIM27647300","DASSIM_2",191261,56,4827847,"Stool","Malawi"
"363","28099_1#50",5510,"DASSSIM27647399","DASSIM_2",160330,104,5255020,"Stool","Malawi"
"364","28099_1#51",5510,"DASSSIM27647496","DASSIM_2",216551,53,5178239,"Stool","Malawi"
"365","28099_1#53",5510,"DASSSIM27647301","DASSIM_2",149622,91,5211338,"Stool","Malawi"
"366","28099_1#54",5510,"DASSSIM27647400","DASSIM_2",109471,123,4916562,"Stool","Malawi"
"367","28099_1#55",5510,"DASSSIM27647497","DASSIM_2",432064,34,5172661,"Stool","Malawi"
"368","28099_1#57",5510,"DASSSIM27647302","DASSIM_2",204535,632,5732469,"Stool","Malawi"
"369","28099_1#58",5510,"DASSSIM27647401","DASSIM_2",131424,81,4666239,"Stool","Malawi"
"370","28099_1#59",5510,"DASSSIM27647498","DASSIM_2",210215,77,5291911,"Stool","Malawi"
"371","28099_1#61",5510,"DASSSIM27647303","DASSIM_2",93840,141,5151307,"Stool","Malawi"
"372","28099_1#62",5510,"DASSSIM27647402","DASSIM_2",81522,208,4974912,"Stool","Malawi"
"373","28099_1#63",5510,"DASSSIM27647499","DASSIM_2",208627,65,4797459,"Stool","Malawi"
"374","28099_1#65",5510,"DASSSIM27647304","DASSIM_2",227302,73,5147397,"Stool","Malawi"
"375","28099_1#66",5510,"DASSSIM27647403","DASSIM_2",99645,119,4776294,"Stool","Malawi"
"376","28099_1#69",5510,"DASSSIM27647305","DASSIM_2",128560,113,5048410,"Stool","Malawi"
"377","28099_1#7",5510,"DASSSIM27647485","DASSIM_2",241397,65,4958707,"Stool","Malawi"
"378","28099_1#70",5510,"DASSSIM27647404","DASSIM_2",238350,59,5395922,"Stool","Malawi"
"379","28099_1#71",5510,"DASSSIM27647501","DASSIM_2",117595,119,4956674,"Stool","Malawi"
"380","28099_1#73",5510,"DASSSIM27647306","DASSIM_2",185538,127,5602410,"Stool","Malawi"
"381","28099_1#74",5510,"DASSSIM27647405","DASSIM_2",81545,1070,6536400,"Stool","Malawi"
"382","28099_1#75",5510,"DASSSIM27647502","DASSIM_2",100475,672,5832282,"Stool","Malawi"
"383","28099_1#77",5510,"DASSSIM27647307","DASSIM_2",105952,114,5317784,"Stool","Malawi"
"384","28099_1#78",5510,"DASSSIM27647406","DASSIM_2",106537,118,4906539,"Stool","Malawi"
"385","28099_1#79",5510,"DASSSIM27647503","DASSIM_2",241155,59,4821049,"Stool","Malawi"
"386","28099_1#81",5510,"DASSSIM27647308","DASSIM_2",104030,121,5009899,"Stool","Malawi"
"387","28099_1#82",5510,"DASSSIM27647407","DASSIM_2",236044,56,5234867,"Stool","Malawi"
"388","28099_1#83",5510,"DASSSIM27647504","DASSIM_2",377641,39,5001744,"Stool","Malawi"
"389","28099_1#85",5510,"DASSSIM27647309","DASSIM_2",259832,66,4984232,"Stool","Malawi"
"390","28099_1#86",5510,"DASSSIM27647408","DASSIM_2",116506,100,5045342,"Stool","Malawi"
"391","28099_1#87",5510,"DASSSIM27647505","DASSIM_2",266925,51,4994378,"Stool","Malawi"
"392","28099_1#89",5510,"DASSSIM27647310","DASSIM_2",234679,54,4898151,"Stool","Malawi"
"393","28099_1#90",5510,"DASSSIM27647409","DASSIM_2",38078,890,6066505,"Stool","Malawi"
"394","28099_1#91",5510,"DASSSIM27647506","DASSIM_2",222803,57,5111443,"Stool","Malawi"
"395","28099_1#93",5510,"DASSSIM27647311","DASSIM_2",89389,122,5012231,"Stool","Malawi"
"396","28099_1#94",5510,"DASSSIM27647410","DASSIM_2",82742,541,5904129,"Stool","Malawi"
"397","28099_1#95",5510,"DASSSIM27647507","DASSIM_2",193006,71,5348211,"Stool","Malawi"
"398","28099_1#98",5510,"DASSSIM27647312","DASSIM_2",207181,68,4844341,"Stool","Malawi"
"399","28099_1#99",5510,"DASSSIM27647411","DASSIM_2",245970,57,5108687,"Stool","Malawi"
"400","28099_2#105",5510,"DASSSIM27647609","DASSIM_2",246728,71,4850390,"Stool","Malawi"
"401","28099_2#109",5510,"DASSSIM27647610","DASSIM_2",138006,101,5128071,"Stool","Malawi"
"402","28099_2#113",5510,"DASSSIM27647611","DASSIM_2",108619,115,4902114,"Stool","Malawi"
"403","28099_2#117",5510,"DASSSIM27647612","DASSIM_2",218210,59,5468320,"Stool","Malawi"
"404","28099_2#12",5510,"DASSSIM27647583","DASSIM_2",266557,53,5102571,"Stool","Malawi"
"405","28099_2#121",5510,"DASSSIM27647613","DASSIM_2",150141,92,5102178,"Stool","Malawi"
"406","28099_2#126",5510,"DASSSIM27647614","DASSIM_2",222804,76,5316548,"Stool","Malawi"
"407","28099_2#130",5510,"DASSSIM27647615","DASSIM_2",128554,81,4812170,"Stool","Malawi"
"408","28099_2#142",5510,"DASSSIM27647618","DASSIM_2",91203,92,4618410,"Stool","Malawi"
"409","28099_2#146",5510,"DASSSIM27647619","DASSIM_2",137137,82,4845841,"Stool","Malawi"
"410","28099_2#150",5510,"DASSSIM27647620","DASSIM_2",131244,106,4862574,"Stool","Malawi"
"411","28099_2#158",5510,"DASSSIM27647622","DASSIM_2",158161,93,5079723,"Stool","Malawi"
"412","28099_2#162",5510,"DASSSIM27647623","DASSIM_2",210234,69,5248856,"Stool","Malawi"
"413","28099_2#166",5510,"DASSSIM27647624","DASSIM_2",144289,106,5094922,"Stool","Malawi"
"414","28099_2#170",5510,"DASSSIM27647625","DASSIM_2",309684,55,5114276,"Stool","Malawi"
"415","28099_2#186",5510,"DASSSIM27647629","DASSIM_2",287626,46,4844298,"Stool","Malawi"
"416","28099_2#190",5510,"DASSSIM27647630","DASSIM_2",188931,101,5382054,"Stool","Malawi"
"417","28099_2#194",5510,"DASSSIM27647631","DASSIM_2",209388,63,5152873,"Stool","Malawi"
"418","28099_2#198",5510,"DASSSIM27647632","DASSIM_2",213668,66,5228141,"Stool","Malawi"
"419","28099_2#206",5510,"DASSSIM27647634","DASSIM_2",106504,116,4902912,"Stool","Malawi"
"420","28099_2#210",5510,"DASSSIM27647635","DASSIM_2",136422,81,4852881,"Stool","Malawi"
"421","28099_2#215",5510,"DASSSIM27647636","DASSIM_2",302246,63,5111721,"Stool","Malawi"
"422","28099_2#219",5510,"DASSSIM27647637","DASSIM_2",277254,59,5161258,"Stool","Malawi"
"423","28099_2#223",5510,"DASSSIM27647638","DASSIM_2",30203,971,6578027,"Stool","Malawi"
"424","28099_2#227",5510,"DASSSIM27647639","DASSIM_2",121207,153,5277219,"Stool","Malawi"
"425","28099_2#231",5510,"DASSSIM27647640","DASSIM_2",341392,55,5056270,"Stool","Malawi"
"426","28099_2#235",5510,"DASSSIM27647641","DASSIM_2",261258,48,5102983,"Stool","Malawi"
"427","28099_2#239",5510,"DASSSIM27647642","DASSIM_2",92305,190,5232146,"Stool","Malawi"
"428","28099_2#24",5510,"DASSSIM27647586","DASSIM_2",196861,69,4885067,"Stool","Malawi"
"429","28099_2#243",5510,"DASSSIM27647644","DASSIM_2",261095,44,4794412,"Stool","Malawi"
"430","28099_2#247",5510,"DASSSIM27647645","DASSIM_2",273630,72,5223682,"Stool","Malawi"
"431","28099_2#251",5510,"DASSSIM27647646","DASSIM_2",30782,903,6294087,"Stool","Malawi"
"432","28099_2#255",5510,"DASSSIM27647647","DASSIM_2",220952,72,5058651,"Stool","Malawi"
"433","28099_2#259",5510,"DASSSIM27647648","DASSIM_2",143882,64,4768934,"Stool","Malawi"
"434","28099_2#263",5510,"DASSSIM27647649","DASSIM_2",125913,97,5159672,"Stool","Malawi"
"435","28099_2#283",5510,"DASSSIM27647655","DASSIM_2",114137,102,5088444,"Stool","Malawi"
"436","28099_2#287",5510,"DASSSIM27647656","DASSIM_2",302107,66,5018454,"Stool","Malawi"
"437","28099_2#291",5510,"DASSSIM27647657","DASSIM_2",135086,85,4855185,"Stool","Malawi"
"438","28099_2#295",5510,"DASSSIM27647658","DASSIM_2",242301,53,4814291,"Stool","Malawi"
"439","28099_2#299",5510,"DASSSIM27647659","DASSIM_2",309387,57,4814220,"Stool","Malawi"
"440","28099_2#3",5510,"DASSSIM27647581","DASSIM_2",129880,107,5324323,"Stool","Malawi"
"441","28099_2#304",5510,"DASSSIM27647660","DASSIM_2",143821,74,4875504,"Stool","Malawi"
"442","28099_2#308",5510,"DASSSIM27647661","DASSIM_2",51331,698,6028735,"Stool","Malawi"
"443","28099_2#316",5510,"DASSSIM27647517","DASSIM_2",246312,60,4822059,"Stool","Malawi"
"444","28099_2#32",5510,"DASSSIM27647588","DASSIM_2",185159,71,5329851,"Stool","Malawi"
"445","28099_2#320",5510,"DASSSIM27647643","DASSIM_2",181321,67,5147690,"Stool","Malawi"
"446","28099_2#36",5510,"DASSSIM27647589","DASSIM_2",106430,102,4542694,"Stool","Malawi"
"447","28099_2#40",5510,"DASSSIM27647590","DASSIM_2",261251,86,5402723,"Stool","Malawi"
"448","28099_2#44",5510,"DASSSIM27647591","DASSIM_2",98492,93,4480296,"Stool","Malawi"
"449","28099_2#48",5510,"DASSSIM27647592","DASSIM_2",138859,71,4786737,"Stool","Malawi"
"450","28099_2#56",5510,"DASSSIM27647594","DASSIM_2",268503,62,4983261,"Stool","Malawi"
"451","28099_2#60",5510,"DASSSIM27647595","DASSIM_2",137198,97,4971073,"Stool","Malawi"
"452","28099_2#64",5510,"DASSSIM27647596","DASSIM_2",122362,89,5114166,"Stool","Malawi"
"453","28099_2#76",5510,"DASSSIM27647600","DASSIM_2",106972,118,4902419,"Stool","Malawi"
"454","28099_2#8",5510,"DASSSIM27647582","DASSIM_2",136558,79,4725671,"Stool","Malawi"
"455","28099_2#80",5510,"DASSSIM27647601","DASSIM_2",185396,72,5310848,"Stool","Malawi"
"456","28099_2#84",5510,"DASSSIM27647602","DASSIM_2",131868,92,4829190,"Stool","Malawi"
"457","28099_2#88",5510,"DASSSIM27647603","DASSIM_2",143589,91,5165387,"Stool","Malawi"
"458","28099_2#92",5510,"DASSSIM27647605","DASSIM_2",185283,71,5143250,"Stool","Malawi"
"459","28099_2#96",5510,"DASSSIM27647606","DASSIM_2",210017,85,5440239,"Stool","Malawi"
"460","28099_2#97",5510,"DASSSIM27647607","DASSIM_2",130061,102,4795494,"Stool","Malawi"
"461","28099_1#237",5510,"DASSSIM27647446","DASSIM_2",318942,51,5084207,"Stool","Malawi"
"462","28099_1#315",5510,"DASSSIM27647563","DASSIM_2",134843,78,4840961,"Stool","Malawi"
"463","28099_1#329",5510,"DASSSIM27647372","DASSIM_2",37866,947,6146656,"Stool","Malawi"
"464","28099_1#335",5510,"DASSSIM27647568","DASSIM_2",337487,88,5146706,"Stool","Malawi"
"465","28099_1#339",5510,"DASSSIM27647569","DASSIM_2",141680,88,5063996,"Stool","Malawi"
"466","28099_1#347",5510,"DASSSIM27647571","DASSIM_2",17737,1425,6133593,"Stool","Malawi"
"467","28099_2#101",5510,"DASSSIM27647608","DASSIM_2",103261,124,4903641,"Stool","Malawi"
"468","28099_2#138",5510,"DASSSIM27647617","DASSIM_2",302346,83,5443750,"Stool","Malawi"
"469","28099_2#154",5510,"DASSSIM27647621","DASSIM_2",299200,58,5333469,"Stool","Malawi"
"470","28099_2#16",5510,"DASSSIM27647584","DASSIM_2",222834,61,5145408,"Stool","Malawi"
"471","28099_2#174",5510,"DASSSIM27647626","DASSIM_2",261235,56,5116229,"Stool","Malawi"
"472","28099_2#178",5510,"DASSSIM27647627","DASSIM_2",36155,799,5599986,"Stool","Malawi"
"473","28099_2#182",5510,"DASSSIM27647628","DASSIM_2",268461,57,4977551,"Stool","Malawi"
"474","7748_7#1",NA,"100269_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"475","7748_7#2",NA,"100554_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"476","7748_7#3",NA,"100600_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"477","7748_7#4",NA,"102298_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"478","7748_7#5",NA,"102328_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"479","7748_7#6",NA,"102485_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Gambia"
"480","7748_7#7",NA,"200135_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"481","7748_7#8",NA,"200439_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"482","7748_7#9",NA,"201214_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"483","7748_7#10",NA,"201534_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"484","7748_7#11",NA,"202423_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"485","7748_7#12",NA,"202443_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"486","7748_7#13",NA,"202453_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"487","7748_7#14",NA,"202833_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"488","7748_7#15",NA,"202973_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"489","7748_7#16",NA,"204302_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"490","7748_7#17",NA,"300086_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"491","7748_7#18",NA,"300711_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"492","7748_7#19",NA,"300795_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mozambique"
"493","7748_7#20",NA,"402048_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"494","7748_7#21",NA,"402099_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"495","7748_7#22",NA,"402248_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"496","7748_7#23",NA,"402654_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"497","7748_7#24",NA,"402770_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"498","7748_7#25",NA,"403128_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"499","7748_7#26",NA,"403308_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"500","7748_7#27",NA,"500275_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"501","7748_7#28",NA,"500618_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"502","7748_7#29",NA,"500858_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"503","7748_7#30",NA,"500864_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"504","7748_7#31",NA,"501029_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"505","7748_7#32",NA,"503028_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"506","7748_7#33",NA,"503225_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"507","7748_7#34",NA,"503459_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"508","7748_7#35",NA,"503662_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"509","7748_7#36",NA,"504225_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"510","7748_7#37",NA,"504300_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"511","7748_7#38",NA,"504449_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"512","7748_7#39",NA,"504647_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"513","7748_7#40",NA,"504821_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"514","7748_7#41",NA,"504888_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"515","7748_7#42",NA,"602370_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Bangladesh"
"516","7748_7#43",NA,"700337_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"517","7748_7#44",NA,"700495_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"518","7748_7#46",NA,"702161_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"519","7748_7#47",NA,"703258_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"520","7748_7#48",NA,"703975_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Pakistan"
"521","7790_1#49",NA,"200708_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"522","7790_1#50",NA,"200758_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"523","7790_1#51",NA,"201381_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Mali"
"524","7790_1#52",NA,"400549_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"525","7790_1#53",NA,"400654_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"526","7790_1#54",NA,"400714_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"527","7790_1#56",NA,"400998_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"528","7790_1#57",NA,"401250_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"529","7790_1#58",NA,"401596_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"530","7790_1#59",NA,"401886_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"531","7790_1#60",NA,"401938_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"532","7790_1#61",NA,"402074_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"533","7790_1#62",NA,"402480_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"534","7790_1#63",NA,"402743_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"535","7790_1#64",NA,"402780_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"536","7790_1#65",NA,"402977_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"537","7790_1#66",NA,"403096_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"538","7790_1#67",NA,"403726_aEPEC","ingle_GEMS",NA,NA,NA,"stool","Kenya"
"539","7790_1#68",NA,"503238_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
"540","7790_1#69",NA,"503891_aEPEC","ingle_GEMS",NA,NA,NA,"stool","India"
