HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,MT,Malta,0,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,NL,Netherlands,7.79220779,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,NO,Norway,4.01146131,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,PL,Poland,36.84210526,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,PT,Portugal,29.08067542,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,RO,Romania,-,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,SE,Sweden,2.3030303,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,SI,Slovenia,26.75159235,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,SK,Slovakia,-,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2008,UK,United Kingdom,7.7181208,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,AT,Austria,7.64227642,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,BE,Belgium,15.49295774,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,BG,Bulgaria,69.47368421,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,CY,Cyprus,41.50943396,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,CZ,Czech Republic,52.08480565,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,DE,Germany,13.80042462,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,DK,Denmark,11.71749598,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,EE,Estonia,17.24137931,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,EL,Greece,70.56303549,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,ES,Spain,11.46496815,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,FI,Finland,1.36239782,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,FR,France,20.31930333,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,HU,Hungary,38.44011142,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,IE,Ireland,11.46496815,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,IS,Iceland,0,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,IT,Italy,37.86764705,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,LT,Lithuania,56.71641791,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,LU,Luxembourg,25,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,LV,Latvia,54.54545454,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,MT,Malta,0,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,NL,Netherlands,6,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,NO,Norway,5.05050505,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,PL,Poland,48.95104895,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,PT,Portugal,28.77697841,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,RO,Romania,64.70588235,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,SE,Sweden,-,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,SI,Slovenia,32.8042328,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2009,UK,United Kingdom,8.2442748,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,AT,Austria,12.91666666,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,BE,Belgium,12.58741258,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,BG,Bulgaria,78.74015748,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,CY,Cyprus,35.82089552,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,CZ,Czech Republic,51.54394299,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,DE,Germany,13.38912133,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,DK,Denmark,10.91234347,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,EE,Estonia,25.92592592,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,EL,Greece,76.15658362,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,ES,Spain,10.33591731,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,FI,Finland,4.0302267,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,FR,France,19.26070038,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,HR,Croatia,56.93950177,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,HU,Hungary,45.8984375,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,IE,Ireland,10.06289308,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,IS,Iceland,3.7037037,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,IT,Italy,47.21825962,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,LT,Lithuania,51.85185185,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,LU,Luxembourg,5.08474576,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,LV,Latvia,56.25,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,MT,Malta,12.28070175,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,NL,Netherlands,7.17628705,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,NO,Norway,2.71398747,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,PL,Poland,40.94827586,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,PT,Portugal,30.68965517,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,RO,Romania,70.58823529,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,SE,Sweden,3.08788598,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,SI,Slovenia,22.44897959,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2010,UK,United Kingdom,11.03633916,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,AT,Austria,13.58490566,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,BE,Belgium,14.37125748,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,BG,Bulgaria,81.81818181,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,CY,Cyprus,40.96385542,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,CZ,Czech Republic,51.59285159,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,DE,Germany,12.90944123,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,DK,Denmark,12.24489795,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,EE,Estonia,39.53488372,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,EL,Greece,77.29729729,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,ES,Spain,13.79912663,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,FI,Finland,4.70297029,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,FR,France,26.72309552,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,HR,Croatia,49.83277591,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,HU,Hungary,53.36426914,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,IE,Ireland,8.22368421,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,IS,Iceland,7.69230769,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,IT,Italy,47.68740031,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,LT,Lithuania,60.5839416,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,LU,Luxembourg,35.41666666,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,LV,Latvia,40,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,MT,Malta,19.23076923,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,NL,Netherlands,8.05555555,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,NO,Norway,3.80047505,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,PL,Poland,61.15107913,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,PT,Portugal,36.2012987,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,RO,Romania,44,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,SE,Sweden,2.96924708,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,SI,Slovenia,32.3275862,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,SK,Slovakia,68.88412017,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2011,UK,United Kingdom,6.41711229,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,AT,Austria,12.80558789,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,BE,Belgium,18.14814814,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,BG,Bulgaria,76.37795275,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,CY,Cyprus,23.07692307,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,CZ,Czech Republic,54.25303788,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,DE,Germany,13.70481927,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,DK,Denmark,12.07729468,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,EE,Estonia,18.88888888,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,EL,Greece,71.76148046,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,ES,Spain,16.99913269,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,FI,Finland,3.73134328,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,FR,France,23.6703682,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,HR,Croatia,53.61445783,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,HU,Hungary,43.2,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,IE,Ireland,11.04294478,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,IS,Iceland,21.42857142,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,IT,Italy,49.29577464,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,LT,Lithuania,65.05376344,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,LU,Luxembourg,36,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,LV,Latvia,64.1025641,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,MT,Malta,26.78571428,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,NL,Netherlands,6.88140556,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,NO,Norway,5.95813204,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,PL,Poland,60.77348066,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,PT,Portugal,41.10115236,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,RO,Romania,61.76470588,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,SE,Sweden,3.68474923,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,SI,Slovenia,29.13385826,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,SK,Slovakia,63.75661375,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2012,UK,United Kingdom,12.6745435,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,AT,Austria,11.58342189,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,BE,Belgium,18.01346801,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,BG,Bulgaria,71.01449275,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,CY,Cyprus,30.88235294,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,CZ,Czech Republic,54.37645236,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,DE,Germany,17.10182767,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,DK,Denmark,12.85444234,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,EE,Estonia,23.33333333,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,EL,Greece,70.69536423,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,ES,Spain,19.8227236,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,FI,Finland,3.81818181,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,FR,France,29.66976264,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,HR,Croatia,50.26595744,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,HU,Hungary,38.42010771,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,IE,Ireland,20.88607594,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,IS,Iceland,0,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,IT,Italy,56.41915336,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,LT,Lithuania,46.20689655,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,LU,Luxembourg,33.96226415,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,LV,Latvia,66.30434782,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,MT,Malta,32.83582089,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,NL,Netherlands,7.60869565,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,NO,Norway,4.96124031,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,PL,Poland,65.69148936,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,PT,Portugal,38.74862788,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,RO,Romania,68.69158878,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,SE,Sweden,4.3076923,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,SI,Slovenia,29.3877551,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,SK,Slovakia,68.23770491,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2013,UK,United Kingdom,14.20612813,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,AT,Austria,9.33734939,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,BE,Belgium,19.17525773,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,BG,Bulgaria,76.82119205,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,CY,Cyprus,35,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,CZ,Czech Republic,55.45914678,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,DE,Germany,13.32007952,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,DK,Denmark,8.86486486,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,EE,Estonia,22.22222222,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,EL,Greece,72.8021978,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,ES,Spain,18.33992094,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,FI,Finland,3.95189003,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,FR,France,30.6569343,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,HR,Croatia,48.8023952,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,HU,Hungary,35.86956521,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,IE,Ireland,12.99435028,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,IS,Iceland,3.57142857,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,IT,Italy,57.84685367,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,LT,Lithuania,53.24675324,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,LU,Luxembourg,37.87878787,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,LV,Latvia,52.88461538,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,MT,Malta,30.3030303,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,NL,Netherlands,5.92755214,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,NO,Norway,7.23860589,
Antimicrobial resistance,Klebsiella pneumoniae|Third-generation cephalosporins,Non-susceptible (I and R) isolates proportion  ,%,2014,PL,Poland,68.8172043,
